epoch,policy_loss,value_loss,total_loss
43,1.7793021640777589,0.0,1.7793021640777589
44,1.778947856903076,0.0,1.778947856903076
45,1.7787741594314574,0.0,1.7787741594314574
46,1.7786688442230225,0.0,1.7786688442230225
47,1.7784603147506715,0.0,1.7784603147506715
48,1.7784992942810058,0.0,1.7784992942810058
49,1.7784665594100952,0.0,1.7784665594100952
50,1.7782318286895753,0.0,1.7782318286895753
51,1.7780848388671875,0.0,1.7780848388671875
52,1.7780263080596923,0.0,1.7780263080596923
53,1.77794891166687,0.0,1.77794891166687
54,1.7778248567581176,0.0,1.7778248567581176
55,1.7778334980010986,0.0,1.7778334980010986
56,1.777771427154541,0.0,1.777771427154541
57,1.7775953826904296,0.0,1.7775953826904296
58,1.777732328414917,0.0,1.777732328414917
59,1.7776690788269043,0.0,1.7776690788269043
60,1.7774640445709229,0.0,1.7774640445709229
61,1.7770947704315185,0.0,1.7770947704315185
62,1.776828369140625,0.0,1.776828369140625
63,1.7767519960403442,0.0,1.7767519960403442
64,1.7766935787200928,0.0,1.7766935787200928
65,1.7766909456253053,0.0,1.7766909456253053
66,1.7766300468444824,0.0,1.7766300468444824
67,1.7765839967727661,0.0,1.7765839967727661
68,1.7765319957733154,0.0,1.7765319957733154
69,1.7764823875427247,0.0,1.7764823875427247
70,1.776448971748352,0.0,1.776448971748352
71,1.7764242696762085,0.0,1.7764242696762085
72,1.7763764724731446,0.0,1.7763764724731446
73,1.7763282175064088,0.0,1.7763282175064088
74,1.776284234046936,0.0,1.776284234046936
75,1.7762824459075928,0.0,1.7762824459075928
76,1.7762037620544433,0.0,1.7762037620544433
77,1.7761629009246827,0.0,1.7761629009246827
78,1.7761132736206056,0.0,1.7761132736206056
79,1.7760832815170289,0.0,1.7760832815170289
80,1.7760334234237671,0.0,1.7760334234237671
81,1.7758977766036987,0.0,1.7758977766036987
82,1.7758384914398193,0.0,1.7758384914398193
83,1.7758364067077637,0.0,1.7758364067077637
84,1.7757993202209472,0.0,1.7757993202209472
85,1.775781421661377,0.0,1.775781421661377
86,1.7757599048614503,0.0,1.7757599048614503
87,1.7757259483337402,0.0,1.7757259483337402
88,1.7757089052200317,0.0,1.7757089052200317
89,1.7756894397735596,0.0,1.7756894397735596
90,1.7756783046722413,0.0,1.7756783046722413
91,1.7756428108215332,0.0,1.7756428108215332
92,1.775628270149231,0.0,1.775628270149231
93,1.7756100540161133,0.0,1.7756100540161133
94,1.7755891075134278,0.0,1.7755891075134278
95,1.7755497703552245,0.0,1.7755497703552245
96,1.775541220664978,0.0,1.775541220664978
97,1.7755294990539552,0.0,1.7755294990539552
98,1.7754932765960694,0.0,1.7754932765960694
99,1.775465425491333,0.0,1.775465425491333
100,1.7754535245895386,0.0,1.7754535245895386
101,1.7753774967193603,0.0,1.7753774967193603
102,1.7753522434234619,0.0,1.7753522434234619
103,1.775339511871338,0.0,1.775339511871338
104,1.7753243370056153,0.0,1.7753243370056153
105,1.7753215370178224,0.0,1.7753215370178224
106,1.7752983827590942,0.0,1.7752983827590942
107,1.775288745880127,0.0,1.775288745880127
108,1.7752804927825927,0.0,1.7752804927825927
109,1.7752665176391602,0.0,1.7752665176391602
110,1.7752577781677246,0.0,1.7752577781677246
111,1.775238983154297,0.0,1.775238983154297
112,1.775227066040039,0.0,1.775227066040039
113,1.7752148666381835,0.0,1.7752148666381835
114,1.7752028551101684,0.0,1.7752028551101684
115,1.7751875553131105,0.0,1.7751875553131105
116,1.7751787147521974,0.0,1.7751787147521974
117,1.7751683492660522,0.0,1.7751683492660522
118,1.7751505174636841,0.0,1.7751505174636841
119,1.7751436061859132,0.0,1.7751436061859132
120,1.7751259031295776,0.0,1.7751259031295776
121,1.7750816106796266,0.0,1.7750816106796266
122,1.7750716171264649,0.0,1.7750716171264649
123,1.7750660190582275,0.0,1.7750660190582275
124,1.775057367324829,0.0,1.775057367324829
125,1.7750485420227051,0.0,1.7750485420227051
126,1.7750418949127198,0.0,1.7750418949127198
127,1.775033639907837,0.0,1.775033639907837
128,1.7750310039520263,0.0,1.7750310039520263
129,1.7750226669311524,0.0,1.7750226669311524
130,1.7750126609802246,0.0,1.7750126609802246
131,1.7750064840316773,0.0,1.7750064840316773
132,1.7750005321502687,0.0,1.7750005321502687
133,1.7749941940307616,0.0,1.7749941940307616
134,1.7749849987030029,0.0,1.7749849987030029
135,1.7749790992736816,0.0,1.7749790992736816
136,1.7749727725982667,0.0,1.7749727725982667
137,1.7749607563018799,0.0,1.7749607563018799
138,1.774966827392578,0.0,1.774966827392578
139,1.7749478511810304,0.0,1.7749478511810304
140,1.7749413967132568,0.0,1.7749413967132568
141,1.7749169921875,0.0,1.7749169921875
142,1.774911681175232,0.0,1.774911681175232
143,1.77490696144104,0.0,1.77490696144104
144,1.7749015636444092,0.0,1.7749015636444092
145,1.7748990364074706,0.0,1.7748990364074706
146,1.7748945407867431,0.0,1.7748945407867431
147,1.7748891448974609,0.0,1.7748891448974609
148,1.7748841800689696,0.0,1.7748841800689696
149,1.7748809022903442,0.0,1.7748809022903442
150,1.7748780508041382,0.0,1.7748780508041382
151,1.7748726577758789,0.0,1.7748726577758789
152,1.774870223045349,0.0,1.774870223045349
153,1.7748671741485595,0.0,1.7748671741485595
154,1.7748612384796143,0.0,1.7748612384796143
155,1.7748586206436157,0.0,1.7748586206436157
156,1.7748533973693847,0.0,1.7748533973693847
157,1.7748464908599852,0.0,1.7748464908599852
158,1.774846097946167,0.0,1.774846097946167
159,1.77483842086792,0.0,1.77483842086792
160,1.774832667350769,0.0,1.774832667350769
161,1.7748206748962403,0.0,1.7748206748962403
162,1.7748157253265382,0.0,1.7748157253265382
163,1.7748143215179444,0.0,1.7748143215179444
164,1.7748126983642578,0.0,1.7748126983642578
165,1.7748093166351318,0.0,1.7748093166351318
166,1.7748072023391723,0.0,1.7748072023391723
167,1.774804386138916,0.0,1.774804386138916
168,1.7748016204833985,0.0,1.7748016204833985
169,1.7748011322021484,0.0,1.7748011322021484
170,1.7747978649139404,0.0,1.7747978649139404
171,1.7747938222885131,0.0,1.7747938222885131
172,1.7747912712097167,0.0,1.7747912712097167
173,1.7747895565032958,0.0,1.7747895565032958
174,1.7747869510650636,0.0,1.7747869510650636
175,1.7747850341796876,0.0,1.7747850341796876
176,1.774781635284424,0.0,1.774781635284424
177,1.774779899597168,0.0,1.774779899597168
178,1.7747786045074463,0.0,1.7747786045074463
179,1.774774808883667,0.0,1.774774808883667
180,1.774772008895874,0.0,1.774772008895874
181,1.7747645120620728,0.0,1.7747645120620728
182,1.7747617635726929,0.0,1.7747617635726929
183,1.77475958442688,0.0,1.77475958442688
184,1.7747592220306396,0.0,1.7747592220306396
185,1.7747575244903564,0.0,1.7747575244903564
186,1.7747563238143922,0.0,1.7747563238143922
187,1.7747543869018554,0.0,1.7747543869018554
188,1.7747531881332397,0.0,1.7747531881332397
189,1.7747518005371095,0.0,1.7747518005371095
190,1.7747497367858887,0.0,1.7747497367858887
191,1.7747488460540772,0.0,1.7747488460540772
192,1.7747485466003419,0.0,1.7747485466003419
193,1.7747466650009156,0.0,1.7747466650009156
194,1.774744915008545,0.0,1.774744915008545
195,1.7747432231903075,0.0,1.7747432231903075
196,1.7747420206069946,0.0,1.7747420206069946
197,1.774740488052368,0.0,1.774740488052368
198,1.7747388582229615,0.0,1.7747388582229615
199,1.7747370223999024,0.0,1.7747370223999024
200,1.7747361602783203,0.0,1.7747361602783203
201,1.7747314777374268,0.0,1.7747314777374268
202,1.7747305631637573,0.0,1.7747305631637573
203,1.7747295389175415,0.0,1.7747295389175415
204,1.7747291374206542,0.0,1.7747291374206542
205,1.7747282829284667,0.0,1.7747282829284667
206,1.7747275075912476,0.0,1.7747275075912476
207,1.7747265815734863,0.0,1.7747265815734863
208,1.7747256145477295,0.0,1.7747256145477295
209,1.774725248336792,0.0,1.774725248336792
210,1.7747246761322022,0.0,1.7747246761322022
211,1.7747232961654662,0.0,1.7747232961654662
212,1.7747233028411866,0.0,1.7747233028411866
213,1.7747214794158936,0.0,1.7747214794158936
214,1.7747209844589233,0.0,1.7747209844589233
215,1.7747205715179444,0.0,1.7747205715179444
216,1.774719373703003,0.0,1.774719373703003
217,1.7747186737060547,0.0,1.7747186737060547
218,1.7747177295684815,0.0,1.7747177295684815
219,1.7747169647216796,0.0,1.7747169647216796
220,1.7747158756256103,0.0,1.7747158756256103
221,1.7747136669158936,0.0,1.7747136669158936
222,1.7747131938934326,0.0,1.7747131938934326
223,1.7747130298614502,0.0,1.7747130298614502
224,1.7747123613357545,0.0,1.7747123613357545
225,1.7747117567062378,0.0,1.7747117567062378
226,1.7747115898132324,0.0,1.7747115898132324
227,1.7747109298706054,0.0,1.7747109298706054
228,1.774710361480713,0.0,1.774710361480713
229,1.7747102098464966,0.0,1.7747102098464966
230,1.7747098169326783,0.0,1.7747098169326783
231,1.7747094106674195,0.0,1.7747094106674195
232,1.774708903312683,0.0,1.774708903312683
233,1.7747080354690552,0.0,1.7747080354690552
234,1.7747079200744629,0.0,1.7747079200744629
235,1.7747073431015015,0.0,1.7747073431015015
236,1.774706937789917,0.0,1.774706937789917
237,1.7747065534591675,0.0,1.7747065534591675
238,1.7747059774398803,0.0,1.7747059774398803
239,1.7747058162689209,0.0,1.7747058162689209
240,1.7747049188613893,0.0,1.7747049188613893
241,1.7747036018371583,0.0,1.7747036018371583
242,1.774703546524048,0.0,1.774703546524048
243,1.7747033405303956,0.0,1.7747033405303956
244,1.7747031908035278,0.0,1.7747031908035278
245,1.7747030010223388,0.0,1.7747030010223388
246,1.7747027063369751,0.0,1.7747027063369751
247,1.774702630996704,0.0,1.774702630996704
248,1.7747021617889405,0.0,1.7747021617889405
249,1.7747020769119262,0.0,1.7747020769119262
250,1.7747017879486084,0.0,1.7747017879486084
251,1.7747016305923462,0.0,1.7747016305923462
252,1.774701509475708,0.0,1.774701509475708
253,1.774701250076294,0.0,1.774701250076294
254,1.7747010116577149,0.0,1.7747010116577149
255,1.774700578689575,0.0,1.774700578689575
256,1.7747004890441895,0.0,1.7747004890441895
257,1.7747002449035645,0.0,1.7747002449035645
258,1.7746999979019165,0.0,1.7746999979019165
259,1.774699737548828,0.0,1.774699737548828
260,1.7746997051239013,0.0,1.7746997051239013
261,1.7746987495422364,0.0,1.7746987495422364
262,1.7746984786987305,0.0,1.7746984786987305
263,1.7746984300613404,0.0,1.7746984300613404
264,1.7746985292434692,0.0,1.7746985292434692
265,1.7746984300613404,0.0,1.7746984300613404
266,1.7746982841491699,0.0,1.7746982841491699
267,1.7746980895996094,0.0,1.7746980895996094
268,1.7746981658935548,0.0,1.7746981658935548
269,1.7746979179382325,0.0,1.7746979179382325
270,1.7746978435516358,0.0,1.7746978435516358
271,1.774697801589966,0.0,1.774697801589966
272,1.7746975240707397,0.0,1.7746975240707397
273,1.774697540283203,0.0,1.774697540283203
274,1.774697286605835,0.0,1.774697286605835
275,1.7746972503662108,0.0,1.7746972503662108
276,1.7746971893310546,0.0,1.7746971893310546
277,1.7746970272064209,0.0,1.7746970272064209
278,1.7746969032287598,0.0,1.7746969032287598
279,1.7746967725753784,0.0,1.7746967725753784
280,1.7746966667175292,0.0,1.7746966667175292
281,1.7746962776184083,0.0,1.7746962776184083
282,1.774696237564087,0.0,1.774696237564087
283,1.7746962490081788,0.0,1.7746962490081788
284,1.7746962575912475,0.0,1.7746962575912475
285,1.7746962461471558,0.0,1.7746962461471558
286,1.7746960468292237,0.0,1.7746960468292237
287,1.7746960487365722,0.0,1.7746960487365722
288,1.7746959838867187,0.0,1.7746959838867187
289,1.7746959686279298,0.0,1.7746959686279298
290,1.7746958093643188,0.0,1.7746958093643188
291,1.7746957654953004,0.0,1.7746957654953004
292,1.7746957874298095,0.0,1.7746957874298095
293,1.7746957273483277,0.0,1.7746957273483277
294,1.7746957292556762,0.0,1.7746957292556762
295,1.7746956195831298,0.0,1.7746956195831298
296,1.7746956062316894,0.0,1.7746956062316894
297,1.7746955823898316,0.0,1.7746955823898316
298,1.774695417404175,0.0,1.774695417404175
299,1.7746953659057618,0.0,1.7746953659057618
300,1.774695167541504,0.0,1.774695167541504
301,1.7746950244903565,0.0,1.7746950244903565
302,1.7746950569152833,0.0,1.7746950569152833
303,1.7746949682235718,0.0,1.7746949682235718
304,1.7746949167251587,0.0,1.7746949167251587
305,1.7746949234008789,0.0,1.7746949234008789
306,1.7746948957443238,0.0,1.7746948957443238
307,1.7746949081420897,0.0,1.7746949081420897
308,1.7746948890686036,0.0,1.7746948890686036
309,1.7746948499679565,0.0,1.7746948499679565
310,1.7746948165893555,0.0,1.7746948165893555
311,1.7746947689056396,0.0,1.7746947689056396
312,1.7746948137283325,0.0,1.7746948137283325
313,1.7746947345733644,0.0,1.7746947345733644
314,1.7746947202682495,0.0,1.7746947202682495
315,1.774694595336914,0.0,1.774694595336914
316,1.7746946125030518,0.0,1.7746946125030518
317,1.774694570541382,0.0,1.774694570541382
318,1.774694610595703,0.0,1.774694610595703
319,1.774694543838501,0.0,1.774694543838501
320,1.7746944389343262,0.0,1.7746944389343262
321,1.7746943740844727,0.0,1.7746943740844727
322,1.774694366455078,0.0,1.774694366455078
323,1.7746943740844727,0.0,1.7746943740844727
324,1.7746943283081054,0.0,1.7746943283081054
325,1.7746943216323852,0.0,1.7746943216323852
326,1.7746943187713624,0.0,1.7746943187713624
327,1.774694320678711,0.0,1.774694320678711
328,1.774694333076477,0.0,1.774694333076477
329,1.774694317817688,0.0,1.774694317817688
330,1.774694296836853,0.0,1.774694296836853
331,1.7746943378448485,0.0,1.7746943378448485
332,1.774694248199463,0.0,1.774694248199463
333,1.7746942615509034,0.0,1.7746942615509034
334,1.7746942176818847,0.0,1.7746942176818847
335,1.774694236755371,0.0,1.774694236755371
336,1.7746942529678345,0.0,1.7746942529678345
337,1.774694242477417,0.0,1.774694242477417
338,1.7746942291259766,0.0,1.7746942291259766
339,1.7746942262649537,0.0,1.7746942262649537
340,1.774694218635559,0.0,1.774694218635559
341,1.7746941680908204,0.0,1.7746941680908204
342,1.7746941509246825,0.0,1.7746941509246825
343,1.7746941537857055,0.0,1.7746941537857055
344,1.7746941289901734,0.0,1.7746941289901734
345,1.7746941394805908,0.0,1.7746941394805908
346,1.7746941242218017,0.0,1.7746941242218017
347,1.7746941471099853,0.0,1.7746941471099853
348,1.774694143295288,0.0,1.774694143295288
349,1.7746941213607788,0.0,1.7746941213607788
350,1.7746941184997558,0.0,1.7746941184997558
351,1.774694133758545,0.0,1.774694133758545
352,1.7746941566467285,0.0,1.7746941566467285
353,1.7746941595077514,0.0,1.7746941595077514
354,1.774694128036499,0.0,1.774694128036499
355,1.774694151878357,0.0,1.774694151878357
356,1.7746941356658936,0.0,1.7746941356658936
357,1.7746941165924073,0.0,1.7746941165924073
358,1.774694128036499,0.0,1.774694128036499
359,1.7746941747665406,0.0,1.7746941747665406
360,1.7746941566467285,0.0,1.7746941566467285
361,1.7746941509246825,0.0,1.7746941509246825
362,1.774694140434265,0.0,1.774694140434265
363,1.77469415473938,0.0,1.77469415473938
364,1.7746941413879394,0.0,1.7746941413879394
365,1.7746941471099853,0.0,1.7746941471099853
366,1.7746941385269166,0.0,1.7746941385269166
367,1.7746941184997558,0.0,1.7746941184997558
368,1.7746941261291505,0.0,1.7746941261291505
369,1.7746941528320312,0.0,1.7746941528320312
370,1.7746941366195679,0.0,1.7746941366195679
371,1.7746941261291505,0.0,1.7746941261291505
372,1.774694143295288,0.0,1.774694143295288
373,1.7746941556930542,0.0,1.7746941556930542
374,1.7746941146850586,0.0,1.7746941146850586
375,1.7746941318511964,0.0,1.7746941318511964
376,1.774694128036499,0.0,1.774694128036499
377,1.7746941204071045,0.0,1.7746941204071045
378,1.7746941299438477,0.0,1.7746941299438477
379,1.7746941184997558,0.0,1.7746941184997558
380,1.7746941318511964,0.0,1.7746941318511964
381,1.7746941080093384,0.0,1.7746941080093384
382,1.7746941146850586,0.0,1.7746941146850586
383,1.7746941289901734,0.0,1.7746941289901734
384,1.7746941146850586,0.0,1.7746941146850586
385,1.7746941289901734,0.0,1.7746941289901734
386,1.7746941375732421,0.0,1.7746941375732421
387,1.774694130897522,0.0,1.774694130897522
388,1.774694133758545,0.0,1.774694133758545
389,1.774694128036499,0.0,1.774694128036499
390,1.7746941108703613,0.0,1.7746941108703613
391,1.7746941318511964,0.0,1.7746941318511964
392,1.7746941270828247,0.0,1.7746941270828247
393,1.7746941032409669,0.0,1.7746941032409669
394,1.774694109916687,0.0,1.774694109916687
395,1.7746941299438477,0.0,1.7746941299438477
396,1.7746941146850586,0.0,1.7746941146850586
397,1.7746941194534303,0.0,1.7746941194534303
398,1.7746941299438477,0.0,1.7746941299438477
399,1.7746941394805908,0.0,1.7746941394805908
400,1.7746941175460815,0.0,1.7746941175460815
401,1.7746941261291505,0.0,1.7746941261291505
402,1.7746941022872924,0.0,1.7746941022872924
403,1.7746941242218017,0.0,1.7746941242218017
404,1.7746941261291505,0.0,1.7746941261291505
405,1.7746941108703613,0.0,1.7746941108703613
406,1.7746941032409669,0.0,1.7746941032409669
407,1.7746941204071045,0.0,1.7746941204071045
408,1.7746941318511964,0.0,1.7746941318511964
409,1.7746941032409669,0.0,1.7746941032409669
410,1.7746940879821778,0.0,1.7746940879821778
411,1.7746941165924073,0.0,1.7746941165924073
412,1.7746941184997558,0.0,1.7746941184997558
413,1.7746941184997558,0.0,1.7746941184997558
414,1.7746941051483154,0.0,1.7746941051483154
415,1.7746941137313843,0.0,1.7746941137313843
416,1.7746941051483154,0.0,1.7746941051483154
417,1.7746941137313843,0.0,1.7746941137313843
418,1.774694107055664,0.0,1.774694107055664
419,1.774694128036499,0.0,1.774694128036499
420,1.7746941375732421,0.0,1.7746941375732421
421,1.7746941261291505,0.0,1.7746941261291505
422,1.774694094657898,0.0,1.774694094657898
423,1.7746941051483154,0.0,1.7746941051483154
424,1.7746940841674805,0.0,1.7746940841674805
425,1.7746941165924073,0.0,1.7746941165924073
426,1.774694097518921,0.0,1.774694097518921
427,1.7746941089630126,0.0,1.7746941089630126
428,1.7746941261291505,0.0,1.7746941261291505
429,1.7746941061019899,0.0,1.7746941061019899
430,1.7746941165924073,0.0,1.7746941165924073
431,1.774694107055664,0.0,1.774694107055664
432,1.774694109916687,0.0,1.774694109916687
433,1.7746941032409669,0.0,1.7746941032409669
434,1.7746941184997558,0.0,1.7746941184997558
435,1.77469411277771,0.0,1.77469411277771
436,1.774694130897522,0.0,1.774694130897522
437,1.7746941289901734,0.0,1.7746941289901734
438,1.7746940994262694,0.0,1.7746940994262694
439,1.77469411277771,0.0,1.77469411277771
440,1.7746940956115722,0.0,1.7746940956115722
441,1.7746941261291505,0.0,1.7746941261291505
442,1.774694128036499,0.0,1.774694128036499
443,1.7746941156387328,0.0,1.7746941156387328
444,1.774694107055664,0.0,1.774694107055664
445,1.7746941032409669,0.0,1.7746941032409669
446,1.774694097518921,0.0,1.774694097518921
447,1.7746940994262694,0.0,1.7746940994262694
448,1.77469411277771,0.0,1.77469411277771
449,1.774694107055664,0.0,1.774694107055664
450,1.7746941013336182,0.0,1.7746941013336182
451,1.7746941089630126,0.0,1.7746941089630126
452,1.7746941137313843,0.0,1.7746941137313843
453,1.7746941146850586,0.0,1.7746941146850586
454,1.7746941022872924,0.0,1.7746941022872924
455,1.7746941089630126,0.0,1.7746941089630126
456,1.7746941032409669,0.0,1.7746941032409669
457,1.7746941328048706,0.0,1.7746941328048706
458,1.774694107055664,0.0,1.774694107055664
459,1.7746940994262694,0.0,1.7746940994262694
460,1.7746941051483154,0.0,1.7746941051483154
461,1.7746941137313843,0.0,1.7746941137313843
462,1.774694097518921,0.0,1.774694097518921
463,1.7746940937042237,0.0,1.7746940937042237
464,1.77469411277771,0.0,1.77469411277771
465,1.7746941184997558,0.0,1.7746941184997558
466,1.774694109916687,0.0,1.774694109916687
467,1.7746941318511964,0.0,1.7746941318511964
468,1.7746941013336182,0.0,1.7746941013336182
469,1.7746941165924073,0.0,1.7746941165924073
470,1.7746941175460815,0.0,1.7746941175460815
471,1.7746941051483154,0.0,1.7746941051483154
472,1.7746940956115722,0.0,1.7746940956115722
473,1.7746941175460815,0.0,1.7746941175460815
474,1.7746941032409669,0.0,1.7746941032409669
475,1.7746940994262694,0.0,1.7746940994262694
476,1.7746940879821778,0.0,1.7746940879821778
477,1.77469411277771,0.0,1.77469411277771
478,1.7746941022872924,0.0,1.7746941022872924
479,1.7746940994262694,0.0,1.7746940994262694
480,1.7746941184997558,0.0,1.7746941184997558
481,1.7746941223144532,0.0,1.7746941223144532
482,1.7746941108703613,0.0,1.7746941108703613
483,1.7746941146850586,0.0,1.7746941146850586
484,1.7746941089630126,0.0,1.7746941089630126
485,1.7746941213607788,0.0,1.7746941213607788
486,1.7746941146850586,0.0,1.7746941146850586
487,1.7746941204071045,0.0,1.7746941204071045
488,1.77469411277771,0.0,1.77469411277771
489,1.7746941146850586,0.0,1.7746941146850586
490,1.774694107055664,0.0,1.774694107055664
491,1.774694107055664,0.0,1.774694107055664
492,1.7746941032409669,0.0,1.7746941032409669
493,1.7746941242218017,0.0,1.7746941242218017
494,1.7746941356658936,0.0,1.7746941356658936
495,1.7746941223144532,0.0,1.7746941223144532
496,1.774694107055664,0.0,1.774694107055664
497,1.7746941032409669,0.0,1.7746941032409669
498,1.7746941146850586,0.0,1.7746941146850586
499,1.774694128036499,0.0,1.774694128036499
500,1.7746941146850586,0.0,1.7746941146850586
